http://www.mouser.com/ProductDetail/Maxim-Integrated/MAX6818EAP+T/?qs=sGAEpiMZZMunEhqKs81nFJU%2flPixIJn0pZSUYXloLiI%3d,Maxim-Integrated,MAX6818EAP+T
http://www.mouser.com/ProductDetail/Epson-Timing/MC-306-327680K-E3ROHS/?qs=sGAEpiMZZMsBj6bBr9Q9aZLqXgWtLYAXFtesQCSVD9E%3d,Epson-Timing,MC-306-327680K-E3ROHS
http://www.mouser.com/ProductDetail/Kycon/KMMX-BSMT5SB-30TR/?qs=sGAEpiMZZMvlX3nhDDO4ANBN4PfRAcDkc0Wzqn2l1Ko%3d,Kycon,KMMX-BSMT5SB-30TR
http://www.mouser.com/ProductDetail/ON-Semiconductor/MMBT5551LT1G/?qs=sGAEpiMZZMshyDBzk1%2fWi%2fPUgtclNldlWzi2evC09VI%3d,ON-Semiconductor,MMBT5551LT1G
http://www.mouser.com/ProductDetail/Texas-Instruments/LMZ21701SILT/?qs=sGAEpiMZZMtp5ziQ9mm%252bAqqs1Lsx8XN9LLwktlDsnYE%3d,Texas-Instruments,LMZ21701SILT
http://www.mouser.com/ProductDetail/NXP/PESD3V3L2BT215/?qs=%2fha2pyFaduiEnsVbQJ2H%252bbngrEk3pVCgSrvuQ8zY%252bItR7szjj%252beiTw%3d%3d,NXP,PESD3V3L2BT215
http://www.mouser.com/ProductDetail/NXP/PRTR5V0U2X215/?qs=%2fha2pyFaduhjK006p0DWban0sJpXTm6g8qUL9iaISleq36ASboIT0Q%3d%3d,NXP,PRTR5V0U2X215
http://www.mouser.com/ProductDetail/Molex/47352-1001/?qs=sGAEpiMZZMuJakaoiLiBpqoYXsE4YrD3r%2fU0grh%2fJ8Q%3d,Molex,47352-1001
http://www.omega.com/pptst/PCC-OST-SMP.html,not a mouser part
http://www.mouser.com/ProductDetail/Panasonic/ERJ-3EKF23R2V/?qs=sGAEpiMZZMvdGkrng054tx7%2f6%252bNA3LAJvLQ2Mp6yHZo%3d,Panasonic,ERJ-3EKF23R2V
http://www.mouser.com/ProductDetail/CUI-Inc/CMI-9653S-SMT-TR/?qs=%2fha2pyFaduhkOCXzcX7TT9hkqXWD0AV6vDZN%2fXA6WB181QnjThNrQg%3d%3d,CUI-Inc,CMI-9653S-SMT-TR
http://www.mouser.com/ProductDetail/Murata-Electronics/GRM21BR71H105KA12L/?qs=sGAEpiMZZMvsSlwiRhF8qqDvUs8Zl92XGSoQBsETPmE%3d,Murata-Electronics,GRM21BR71H105KA12L
http://www.mouser.com/ProductDetail/Taiyo-Yuden/JMK212BJ226KG-T/?qs=%2fha2pyFaduhF%252bCPCY2ZgvJ51ADalcpgetaWsMwn4gEJyiIWuOdYf6g%3d%3d,Taiyo-Yuden,JMK212BJ226KG-T
http://www.mouser.com/ProductDetail/Vishay/CRCW0402562KFKED/?qs=sGAEpiMZZMu61qfTUdNhG2DpbjADlD3Goo9v3%252b8%252b0lA%3d,Vishay,CRCW0402562KFKED
http://www.mouser.com/ProductDetail/Texas-Instruments/TPS3710DDCT/?qs=sGAEpiMZZMunEhqKs81nFH4u7UqxfJ4JoX0Fl1x0Jz0%3d,Texas-Instruments,TPS3710DDCT
http://www.mouser.com/ProductDetail/Yageo/RC0603FR-072M7L/?qs=sGAEpiMZZMu61qfTUdNhG6gKAQVNBKOo8RpCCI7aaJs%3d,Yageo,RC0603FR-072M7L
http://www.mouser.com/ProductDetail/Panasonic/ERA-3AEB304V/?qs=sGAEpiMZZMtlubZbdhIBIL4V13uNHvOAMmsB5g9RJDo%3d,Panasonic,ERA-3AEB304V
http://www.mouser.com/ProductDetail/Yageo/RC0603FR-073M9L/?qs=sGAEpiMZZMu61qfTUdNhG6gKAQVNBKOoh%252bp6EO80vB4%3d,Yageo,RC0603FR-073M9L
http://www.mouser.com/ProductDetail/Toshiba/CRS08TE85LQM/?qs=sGAEpiMZZMtQ8nqTKtFS%2fNfUW%2fsunYgXakqDsgPe2Ro%3d,Toshiba,CRS08TE85LQM
http://www.digikey.com/products/en?keywords=1.14002.111,not a mouser part
"From Suzhou Unear Electronic co.,Ltd",not a mouser part
"From Suzhou Unear Electronic co.,Ltd",not a mouser part
"From Thermosense Ltd, Eton House, Eton Way North, Radcliffe, Manchester, M26 2ZT",not a mouser part
http://www.mouser.com/ProductDetail/Texas-Instruments/OPA369AIDCKR/?qs=sGAEpiMZZMtCHixnSjNA6IxPbzBy06fEztv7HOvkrDc%3d,Texas-Instruments,OPA369AIDCKR
,not a mouser part
http://www.mouser.com/ProductDetail/TE-Connectivity/1-1734592-2/?qs=%2fha2pyFadugOelsATmlGEG0CK6ZWQEyr5noDEEV72GUNabDtokUF5g%3d%3d,TE-Connectivity,1-1734592-2
or,not a mouser part
http://www.mouser.com/ProductDetail/TE-Connectivity-AMP/1-84953-2/?qs=sGAEpiMZZMudZehw8RjeZbcpXW7ZQTok,TE-Connectivity-AMP,1-84953-2
